sentence,id,processed_sentences,cluster_label
 Casey will ask her sister if she knows someone,11069_1,casey sister,0
Barney dropped his mom's favorite orchid and needs to replant it,11072_0,barney dropped mom favorite orchid replant,0
 His mom got the plant from his dad for the 25th anniversary,11072_1,mom plant dad anniversary,0
Amal is coming to Faby's place on Saturday at 4 pm for a cosmetics workshop,11073_0,amal coming faby place saturday cosmetics workshop,0
 Peter and Ann decide to meet on Monday,11074_2,peter ann decide meet monday,28
 Miley feels sick and asks Savannah to bring her water,11075_2,miley feels sick asks savannah bring water,18
Dave will read Julies notes on the concept of scapegoat,11077_0,dave read julies notes concept scapegoat,34
 Kitty will explain it further to him on Thursday,11077_1,kitty explain thursday,0
"Vitalis recommends Dalia, Ron and David to visit the Republic of Užupis in Vilnius",11080_0,vitalis recommends dalia ron david visit republic užupis vilnius,9
Adam allows John to leave work early today because he has completed his tasks for this week and sent a report to Peter and Ted from Accounting,11087_0,adam john leave work early today completed tasks week report peter ted accounting,41
"Bart, Matthew and Mike think that the place Greg suggested is too far",11089_0,bart matthew mike place greg suggested,0
 She probably went out to do shopping,11097_1,shopping,0
" Logan might like to try listening to it, too, as he doesn't feel the Christmas spirit yet",11099_1,logan listening feel christmas spirit,44
 Octavio and Andrew believe that it is not a big deal and Richard should not worry,11101_1,octavio andrew big deal richard worry,16
 On Monday they will discuss more details,11106_2,monday discuss details,40
Anna needs someone who works in the gaming industry and Alex may know someone,11109_0,anna works gaming industry alex,5
 She needs to change her job and is thinking of the gaming industry as she's always been an avid gamer and loves it,11109_1,change job thinking gaming industry avid gamer loves,6
 Kate calls her mom to check if it works,11114_1,kate calls mom check works,5
 Naomi and Christy think Cindy looks great,11115_1,naomi christy cindy great,0
Joanne likes the dress that Melanie is trying on and think she could wear it at Rob's wedding,11120_0,joanne likes dress melanie wear rob wedding,0
 Mash is going to go skiing with Woodies to France and asks Rose for an overnight stay for 3 people for a night or two,11121_1,mash skiing woodies france asks rose overnight stay people night,18
Andrea loves working from home and feels she's more productive that way,11122_0,andrea loves working feels productive,2
" There are more distraction and Andrea misses the people, but she wouldn't go back to work in the office as she doesn't have to commute now",11122_1,distraction andrea misses people work office commute,56
 The guy they'd hired via Airtasker to help resigned at the last moment,11129_1,guy hired airtasker resigned moment,0
" In the end, Ian used a man from Northern Rivers Tradies' Network on the first day, and finished the work with Linda alone on the second",11129_3,ian man northern rivers tradies network day finished work linda,67
 It was hard work,11129_4,hard work,1
Jackie will bring for John her land economics notes to school tomorrow,11130_0,jackie bring john land economics notes school tomorrow,34
" Following her advice, Paul will ask Pete for help",11131_2,advice paul pete,0
"Mona's cell is broken, she asks Steve to lend her money for a new one",11133_0,mona cell broken asks steve lend money,18
"Sam will buy milk, bread and probably a Mars bar for Erin on his way back from work",11135_0,sam buy milk bread mars bar erin work,1
Stanley is working downstairs,11137_0,stanley working downstairs,2
Yves plans to uninstall his game due to the matches with the toxic players,11142_0,yves plans uninstall game matches toxic players,55
Patrick has booked the field for 6 till 8 pm tomorrow and has 7 people on the list,11147_0,patrick booked field till tomorrow people list,13
 James will ask Dave and Matt,11147_1,james dave matt,0
Kate is sending Helen an invite to her wedding for March 15th and she is wondering if she should change her name,11149_0,kate sending helen invite wedding march wondering change,36
 Helen didn't change her last name after she got married as it is a lot of paperwork,11149_1,helen change married lot paperwork,59
" They have an agreement, but there is small print about unusual circumstance",11155_1,agreement small print unusual circumstance,0
Radley wants to borrow the notes from Tim,11158_0,radley borrow notes tim,34
Olivia thinks they should organise a birthday party for Poppy turning 100 in March,11161_0,olivia thinks organise birthday party poppy turning march,12
 Megan thinks they should invite only the family with them five and their own children,11161_1,megan thinks invite family children,12
Veronika is working on a radio material about Polish and American Christmas,11163_0,veronika working radio material polish american christmas,2
Yannick explains to Jake and Maja that he's been absent because he had a difficult time with Jessica and adds that eventually they broke up,11165_0,yannick explains jake maja absent difficult time jessica adds eventually broke,17
 Matthew is going to make a complaint about the doctor,11167_3,matthew complaint doctor,0
Hana does not want to meet Derek or hear his explanations,11170_0,hana meet derek hear explanations,0
Jeff doesn't like Lonely Planet,11173_0,jeff lonely planet,0
 Andrews advises Amanda on how to approach this topic,11174_3,andrews advises amanda approach topic,32
"Jack is not a fan of Formula 1, but in his opinion Ferrari is the best Formula 1 car",11176_0,jack fan formula opinion ferrari formula car,0
 Ryan doesn't quite agree,11176_1,ryan agree,24
"Arnie and Arthur agree to meet at 7 for a game, Arthur cancels because of his girlfriend",11188_0,arnie arthur agree meet game arthur cancels girlfriend,24
Drew will give Luke his history notes from last year tomorrow,11190_0,drew luke history notes year tomorrow,34
" Marian is more occupied with his lab and wasn't supervising the works, so Sylvia's left alone with everything",11197_1,marian occupied lab supervising works sylvia left,5
" Helen suggests they go to spa near Dartport, she'll arrange it",11197_2,helen suggests spa dartport arrange,27
Barry will think about giving piano lessons to Adrian and will get back to Lizzy tomorrow,11198_0,barry piano lessons adrian lizzy tomorrow,13
 Naomi suggests he should move with her,11201_4,naomi suggests,27
" Linda suggested a star wars themed gift, a light saber",11206_1,linda suggested star wars themed gift light saber,0
 When Tom will be back from work she is going to ask him where did he get his,11206_2,tom work,66
 It was for everyone who works with people,11208_1,works people,5
 Diane suggests not to make a big deal out of it,11209_2,diane suggests big deal,16
Brian is preparing a surprise for Christine,11212_0,brian preparing surprise christine,0
 Sam will join after work,11215_1,sam join work,1
 Shane's mom prepares his meals,11219_1,shane mom prepares meals,0
Victoria and Jim are making plans for their London stay,11224_0,victoria jim making plans london stay,55
 She's been busy preparing for the conference and would like to relax,11224_1,busy preparing conference relax,0
 Now Victoria needs to get back to work,11224_4,victoria work,1
" Ava, who is one of its organisers, suggests he try to access it on Chrome or Firefox, and it works",11227_1,ava organisers suggests access chrome firefox works,27
 A note about the malfunction will be posted to the website,11227_3,note malfunction posted website,58
Jerry and Jenny are planning to stay in their house in Cape Cod for Christmas and invite Margaret and Pat to visit them,11228_0,jerry jenny planning stay house cape cod christmas invite margaret pat visit,30
 He asks Ian to bring his laptop for tomorrow,11230_1,asks ian bring laptop tomorrow,13
Leah asked Danial to come with his brother and he agreed,11234_0,leah asked danial brother agreed,23
Evie has a new colleague who started work today,11240_0,evie colleague started work today,41
" Evie, Daisy and Sophia think he's very handsome",11240_1,evie daisy sophia handsome,0
Deirdre suggested Rachel to download an audiobook from her account but it had been already downloaded on 25th,11250_0,deirdre suggested rachel download audiobook account downloaded,0
 She had to stay logged in to listen to it though,11250_1,stay logged listen,21
They exchange ideas regarding the school fund-raiser for Freddie's operation,11252_0,exchange ideas school fund raiser freddie operation,38
Melissa asks Hans for more of his cookies,11253_0,melissa asks hans cookies,18
Marisa shifted Aliyah's plants to her room to water them regularly,11262_0,marisa shifted aliyah plants room water regularly,0
Sergio prepared a speech for Ulrich's wedding and he'll talk about him as a great friend over the years,11265_0,sergio prepared speech ulrich wedding talk great friend years,0
